138	7	18	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
139	7	19	10	45	7.07107	7.07106	804.14	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
140	7	20	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
141	8	1	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
142	8	2	10	135	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
143	8	3	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
144	8	4	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
145	8	5	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
146	8	6	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
147	8	7	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
148	8	8	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
149	8	9	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
150	8	10	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
151	8	11	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
152	8	12	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
153	8	13	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
154	8	14	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
155	8	15	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
156	8	16	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
157	8	17	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
158	8	18	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
159	8	19	10	45	7.07107	7.07106	804.14	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
160	8	20	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
161	9	1	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
162	9	2	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
163	9	3	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
164	9	4	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
165	9	5	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
166	9	6	10	135	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
167	9	7	10	45	7.07107	7.07106	804.14	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
168	9	8	10	135	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
169	9	9	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
170	9	10	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
171	9	11	10	45	7.07107	7.07106	804.14	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
172	9	12	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
173	9	13	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
174	9	14	10	135	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
175	9	15	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
176	9	16	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
177	9	17	10	45	7.07107	7.07106	804.14	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
178	9	18	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
179	9	19	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
180	9	20	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
181	10	1	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
182	10	2	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
183	10	3	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
184	10	4	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
185	10	5	10	315	7.07103	-7.0711	804.139	720.377	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
186	10	6	10	135	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
187	10	7	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
188	10	8	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
189	10	9	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
190	10	10	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
191	10	11	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
192	10	12	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
193	10	13	10	45	7.07107	7.07106	804.14	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
194	10	14	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
195	10	15	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
196	10	16	10	225	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
197	10	17	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
198	10	18	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
199	10	19	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
200	10	20	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
201	11	1	10	135	-7.07105	7.07108	465.86	245.624	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
202	11	2	10	315	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
203	11	3	10	225	-7.07109	-7.07104	465.859	720.375	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
204	11	4	10	45	0	0	635	483	moveboxon	curl	3	3	0	0	0	0	0	0	0	0	0	0	0
