fpfx 	fpfy 	fpfz 	fpmx 	fpmy 	fpmz
-755.29 	0.0685626 	-222.938331086 	-102.922042356 	-106.915546608 	-85.505880528
-755.29 	0.13705035 	-222.849668196 	-102.922042356 	-106.960273056 	-85.487595168
-755.29 	0.20561295 	-223.115656866 	-102.857896708 	-106.885761528 	-85.505880528
-755.29 	0.18270885 	-222.938331086 	-102.879255248 	-106.915546608 	-85.505880528
-755.29 	0.09139185 	-222.938331086 	-102.900613788 	-106.945380516 	-85.478422512
-755.29 	0.13705035 	-222.406063048 	-102.879255248 	-106.900654068 	-85.487595168
-755.29 	0.1142211 	-222.672051718 	-102.900613788 	-106.915546608 	-85.478422512
-755.29 	0.1142211 	-222.760714608 	-102.900613788 	-106.915546608 	-85.487595168
-755.29 	0.0685626 	-222.849668196 	-102.922042356 	-106.915546608 	-85.505880528
-755.29 	0.0685626 	-222.760714608 	-102.836538168 	-106.885761528 	-85.505880528
-755.29 	0.09139185 	-222.938331086 	-102.857896708 	-106.885761528 	-85.487595168
-755.29 	0.09139185 	-222.583388828 	-102.900613788 	-106.945380516 	-85.478422512
-755.29 	0.1142211 	-222.760714608 	-102.964759436 	-106.945380516 	-85.450994472
-755.29 	0.13705035 	-222.938331086 	-102.836538168 	-106.870868988 	-85.505880528
-755.29 	0.09139185 	-222.672051718 	-102.836538168 	-106.885761528 	-85.505880528
-755.29 	0.0685626 	-222.760714608 	-102.857896708 	-106.930439148 	-85.515023208
-755.29 	0.09139185 	-222.938331086 	-102.900613788 	-106.885761528 	-85.460137152
