fpfx 	fpfy 	fpfz 	fpmx 	fpmy 	fpmz
-755.29 	0.0685626 	-224.44647231 	-102.793821088 	-106.81125 	-85.432709112
-755.29 	0.1142211 	-224.268855832 	-102.815179628 	-106.855976448 	-85.450994472
-755.29 	0.09139185 	-223.914204272 	-102.857896708 	-106.766523552 	-85.423536456
-755.29 	0.0456585 	-223.292982646 	-102.7083169 	-106.78146492 	-85.450994472
-755.29 	0.0685626 	-223.914204272 	-102.815179628 	-106.79635746 	-85.414393776
-755.29 	0.0685626 	-224.268855832 	-102.815179628 	-106.82614254 	-85.432709112
-755.29 	0.18270885 	-223.914204272 	-102.793821088 	-106.82614254 	-85.450994472
-755.29 	0.13705035 	-224.091530052 	-102.793821088 	-106.82614254 	-85.460137152
-755.29 	0.0456585 	-224.180192942 	-102.68695836 	-106.79635746 	-85.441851792
-755.29 	0.1142211 	-224.002867162 	-102.75103398 	-106.81125 	-85.450994472
-755.29 	0.0456585 	-224.091530052 	-102.815179628 	-106.82614254 	-85.450994472
-755.29 	0.13705035 	-223.914204272 	-102.857896708 	-106.84103508 	-85.414393776
-755.29 	0.09139185 	-224.002867162 	-102.815179628 	-106.81125 	-85.432709112
-755.29 	0.09139185 	-223.914204272 	-102.815179628 	-106.82614254 	-85.450994472
-755.29 	0.13705035 	-224.091530052 	-102.72967544 	-106.81125 	-85.460137152
-755.29 	0.09139185 	-223.825250684 	-102.857896708 	-106.82614254 	-85.414393776
-755.29 	0.13705035 	-223.825250684 	-102.77239252 	-106.81125 	-85.423536456
-755.29 	0.1598796 	-224.091530052 	-102.793821088 	-106.82614254 	-85.460137152
-755.29 	0.0456585 	-223.736587794 	-102.72967544 	-106.84103508 	-85.450994472
-755.29 	0.1142211 	-224.268855832 	-102.857896708 	-106.82614254 	-85.478422512
-755.29 	0.0456585 	-224.091530052 	-102.815179628 	-106.78146492 	-85.460137152
-755.29 	0.13705035 	-223.914204272 	-102.836538168 	-106.79635746 	-85.441851792
-755.29 	0.0456585 	-223.914204272 	-102.77239252 	-106.81125 	-85.469279832
-755.29 	0.13705035 	-223.825250684 	-102.75103398 	-106.855976448 	-85.423536456
-755.29 	0.09139185 	-223.914204272 	-102.72967544 	-106.81125 	-85.450994472
-755.29 	0.13705035 	-223.914204272 	-102.793821088 	-106.84103508 	-85.441851792
-755.29 	0.0685626 	-223.736587794 	-102.793821088 	-106.82614254 	-85.441851792
-755.29 	0.09139185 	-224.002867162 	-102.77239252 	-106.78146492 	-85.432709112
-755.29 	0.1142211 	-223.736587794 	-102.857896708 	-106.82614254 	-85.432709112
-755.29 	0.20561295 	-223.647924904 	-102.815179628 	-106.84103508 	-85.487595168
-755.29 	0.0685626 	-224.62379809 	-102.793821088 	-106.82614254 	-85.450994472
-755.29 	0.0685626 	-224.091530052 	-102.75103398 	-106.82614254 	-85.432709112
-755.29 	0.0456585 	-224.002867162 	-102.900613788 	-106.84103508 	-85.423536456
-755.29 	0.13705035 	-224.091530052 	-102.75103398 	-106.751631012 	-85.432709112
-755.29 	0.09139185 	-223.914204272 	-102.72967544 	-106.870868988 	-85.460137152
-755.29 	0.13705035 	-224.002867162 	-102.836538168 	-106.84103508 	-85.441851792
-755.29 	0.09139185 	-223.647924904 	-102.75103398 	-106.84103508 	-85.441851792
-755.29 	0.1598796 	-224.002867162 	-102.665529792 	-106.82614254 	-85.405251096
-755.29 	0.13705035 	-223.914204272 	-102.900613788 	-106.79635746 	-85.460137152
-755.29 	0.1142211 	-224.002867162 	-102.793821088 	-106.82614254 	-85.460137152
-755.29 	0.1598796 	-223.736587794 	-102.793821088 	-106.766523552 	-85.450994472
-755.29 	0.13705035 	-223.470599124 	-102.75103398 	-106.79635746 	-85.423536456
-755.29 	0.0456585 	-224.091530052 	-102.857896708 	-106.870868988 	-85.460137152
-755.29 	0.09139185 	-223.825250684 	-102.77239252 	-106.751631012 	-85.414393776
-755.29 	0.0 	-223.736587794 	-102.836538168 	-106.79635746 	-85.432709112
-755.29 	0.13705035 	-224.002867162 	-102.857896708 	-106.82614254 	-85.432709112
-755.29 	0.1142211 	-224.002867162 	-102.7083169 	-106.81125 	-85.414393776
-755.29 	0.09139185 	-223.825250684 	-102.879255248 	-106.855976448 	-85.432709112
-755.29 	0.13705035 	-224.091530052 	-102.793821088 	-106.751631012 	-85.450994472
-755.29 	0.09139185 	-223.825250684 	-102.793821088 	-106.870868988 	-85.441851792
-755.29 	0.09139185 	-223.736587794 	-102.75103398 	-106.81125 	-85.487595168
-755.29 	0.0456585 	-224.268855832 	-102.815179628 	-106.84103508 	-85.450994472
-755.29 	0.1142211 	-223.914204272 	-102.815179628 	-106.79635746 	-85.450994472
-755.29 	0.09139185 	-224.091530052 	-102.75103398 	-106.81125 	-85.478422512
-755.29 	0.09139185 	-224.002867162 	-102.836538168 	-106.78146492 	-85.432709112
-755.29 	0.0685626 	-223.736587794 	-102.75103398 	-106.78146492 	-85.432709112
